City,Latitude,Longitude,Country
Xiaguanying,35.9427,104.1717,China
Xinying,35.706,104.1824,China
Qiaoyang,35.0716,104.1846,China
Jiannan,31.3333,104.2,China
Kaihua,23.387,104.233,China
Prabumulih,-3.4328,104.2356,Indonesia
Luocheng,30.99,104.25,China
Liangwancun,28.5034,104.2611,China
Irkutsk,52.2833,104.2833,Russia
Krong Kep,10.4875,104.3208,Cambodia
Shichuanxiang,34.5866,104.3211,China
Si Sa Ket,15.1069,104.3294,Thailand
Jiangna,23.6128,104.3433,China
Xiangjiaba,28.5627,104.3461,China
Phrai Bueng,14.749,104.3574,Thailand
Zhujiacun,26.3164,104.3893,China
Mabai,23.0151,104.396,China
Deyang,31.127,104.398,China
Yunfu,28.6331,104.4181,China
Dalandzadgad,43.5708,104.425,Mongolia
Dalanzadgad,43.57,104.4258,Mongolia
Beiya,36.464,104.4513,China
Tanjungpinang,0.9188,104.4554,Indonesia
Kampong Trach,10.55,104.4667,Cambodia
Ha Tien,10.3833,104.4833,Vietnam
Chbar Mon,11.45,104.5,Cambodia
Kampong Speu,11.452,104.519,Cambodia
Nghia Lo,21.5758,104.5192,Vietnam
Chankou,35.7754,104.5345,China
Hongzhai,34.9857,104.5446,China
Jiancheng,30.3931,104.5465,China
Sanjiangkou,24.7579,104.5901,China
Dingxi,35.608,104.592,China
Yanjiang,30.129,104.627,China
Kantharalak,14.6536,104.6278,Thailand
Xinsi,34.6503,104.6302,China
Amnat Charoen,15.85,104.6333,Thailand
Ban Bung Kha,16.1675,104.6408,Thailand
Yibin,28.752,104.643,China
Kien Luong,10.2856,104.6444,Vietnam
Kampong Chhnang,12.25,104.6667,Cambodia
Jieshang,26.2663,104.6671,China
Bangzha,24.8345,104.6721,China
Wulan,36.5585,104.6765,China
Mianyang,31.468,104.679,China
Xisa,23.4401,104.68,China
Tong'anyi,35.3041,104.6802,China
Wenxian Chengguanzhen,32.9421,104.687,China
Thi Tran Mau A,21.8781,104.6956,Vietnam
Mali,23.1338,104.708,China
Qishe,24.9232,104.7218,China
Mukdahan,16.5431,104.7228,Thailand
Savannakhet,16.55,104.75,Laos
Zhongba,31.771,104.755,China
Palembang,-2.9861,104.7556,Indonesia
Ust'-Ordynskiy,52.8056,104.7622,Russia
Yuanyangzhen,34.7847,104.7762,China
Zigong,29.339,104.779,China
Nakhon Phanom,17.4069,104.7808,Thailand
Takeo,10.9833,104.7833,Cambodia
Wuhuang,29.9649,104.7883,China
Thakhek,17.4,104.8,Laos
Starorybnoye,72.7666,104.8,Russia
Wangjiazhai,26.6895,104.8043,China
Shaomi,26.4727,104.8126,China
Song Doc,9.0333,104.8167,Vietnam
Xiangshui,26.5964,104.8314,China
Xinmin,25.4831,104.8416,China
Qiaotouba,33.8116,104.8493,China
Ubon Ratchathani,15.2281,104.8594,Thailand
Warin Chamrap,15.2008,104.8612,Thailand
Yen Bai,21.7,104.8667,Vietnam
Svay Pak,11.6467,104.8715,Cambodia
Lishuping,33.1832,104.8881,China
Kampong Thum,12.712,104.889,Cambodia
Xingyi,25.092,104.8955,China
Longtaixiang,34.5988,104.8963,China
Qiushanxiang,34.3562,104.8983,China
Kotabumi,-4.8333,104.9,Indonesia
Ba Chuc,10.5,104.9,Vietnam
Kampong Thom,12.7,104.9,Cambodia
Zhujiezhen,23.7444,104.9008,China
Mawu,34.431,104.9187,China
Phnom Penh,11.5694,104.9211,Cambodia
Ta Khmau,11.4833,104.95,Cambodia
Dongjiangshui,33.3787,104.9516,China
Zerong,24.9692,104.9558,China
Longba,33.3702,104.9603,China
Diguapo,25.6988,104.9614,China
Tbeng Meanchey,13.8167,104.9667,Cambodia
Preah Vihear,13.8167,104.9667,Cambodia
Ha Giang,22.8333,104.9833,Vietnam
Gaoya,36.4609,104.9936,China
Dongsheng,36.9996,105.0029,China
Bailin,33.485,105.0034,China
Dalachi,36.6392,105.0156,China
Qingshan,27.35,105.02,China
Dingjiagouxiang,35.5307,105.0207,China
Zhaxi,27.844,105.0451,China
Huishi,35.6918,105.0531,China
Liancheng,24.0515,105.0573,China
Neijiang,29.5802,105.058,China
Kangqiao,31.35,105.0667,China
Det Udom,14.906,105.0784,Thailand
Zhengtun,25.1494,105.0802,China
Bamei,24.2634,105.0809,China
Rach Gia,10.0167,105.0833,Vietnam
An Phu,10.85,105.0833,Vietnam
Yuzhang,25.3561,105.102,China
Pan'an,34.7575,105.1135,China
Chau Doc,10.7,105.1167,Vietnam
Shiqiao,34.1418,105.1214,China
Doujing,26.4789,105.1253,China
Ca Mau,9.1833,105.15,Vietnam
Shiling,27.3576,105.1535,China
Caotan,36.2501,105.1742,China
Changchunpu,27.2388,105.185,China
Xingren,25.435,105.1862,China
Zhongwei,37.5002,105.1968,China
Ap Binh Thanh,10.1833,105.2,Vietnam
Gucheng,34.4545,105.2064,China
Ban Kham Pom,15.9653,105.2112,Thailand
Ap Khanh Hoa,10.6333,105.2167,Vietnam
Tuyen Quang,21.8167,105.2167,Vietnam
Phu Tho,21.4003,105.2225,Vietnam
Phibun Mangsahan,15.2482,105.2296,Thailand
Tan Chau,10.7739,105.2369,Vietnam
Bikou,32.7489,105.2408,China
Menggala,-4.475,105.2414,Indonesia
Dijiasuoxiang,35.6883,105.2586,China
Bandar Lampung,-5.45,105.2667,Indonesia
Anyuan,34.8839,105.2758,China
Hong Ngu,10.833,105.283,Vietnam
Xuan Trung,21.05,105.2833,Vietnam
Jin'e,29.3394,105.2875,China
Bijie,27.284,105.292,China
Metro,-5.1167,105.3,Indonesia
Zhailuo,26.8794,105.3081,China
Guanzhai,26.2697,105.3089,China
Prey Veng,11.4833,105.3167,Cambodia
Pingtouchuanxiang,35.8763,105.3241,China
Gangwuzhen,25.9644,105.3376,China
Hoa Binh,20.8133,105.3383,Vietnam
Lihe,34.009,105.3416,China
Shaoyu,34.0629,105.3672,China
Taihe,30.8706,105.3784,China
Chahe,27.1694,105.3792,China
Phuoc Long,9.4194,105.3842,Vietnam
Cho Moi,10.55,105.4,Vietnam
My Hoa,10.3655,105.4011,Vietnam
Gia Rai,9.25,105.417,Vietnam
Yankou,27.595,105.4174,China
Shaying,25.974,105.4233,China
Viet Tri,21.3,105.4333,Vietnam
Luzhou,28.871,105.442,China
Long Xuyen,10.3736,105.4458,Vietnam
Kampong Cham,11.987,105.462,Cambodia
Vi Thanh,9.7833,105.4708,Vietnam
Son Tay,21.1333,105.5,Vietnam
Xiaobazi,27.333,105.5099,China
Hongsi,35.5113,105.5136,China
Duijiang,27.0782,105.5256,China
Laoaoba,26.8377,105.5292,China
Bo,20.6736,105.5311,Vietnam
Nhan Trach,19.05,105.55,Vietnam
Long My,9.6814,105.5708,Vietnam
Suining,30.533,105.593,China
Vinh Yen,21.31,105.5967,Vietnam
Huajiang,25.7491,105.6063,China
Zhipingxiang,35.295,105.6158,China
Hang Tram,20.3944,105.6222,Vietnam
Xinhua,23.6243,105.6229,China
Cao Lanh,10.4672,105.6303,Vietnam
Ust'-Kut,56.7833,105.6333,Russia
Biandanshan,26.0409,105.6351,China
Sanhe,36.5639,105.6439,China
Suong,11.9167,105.65,Cambodia
Huong Canh,21.2833,105.65,Vietnam
Zhongzai,26.6877,105.6548,China
Vinh,18.6667,105.6667,Vietnam
My Luong,20.8667,105.6667,Vietnam
Flying Fish Cove,-10.4261,105.6728,Christmas Island
Yinajia,26.8239,105.695,China
Shuangxianxiang,35.33,105.695,China
Chishui,28.5904,105.6975,China
Phuc Yen,21.2333,105.7,Vietnam
Bayan Hot,38.8556,105.7001,China
Zaojiao,34.4727,105.7062,China
Bac Lieu,9.2833,105.7167,Vietnam
Cua Lo,18.8167,105.7167,Vietnam
Yaoquan,34.5851,105.7262,China
Qincheng,34.5809,105.7311,China
Nghi Son,19.417,105.75,Vietnam
Champasak,14.8569,105.7533,Laos
Sa Dec,10.3,105.7667,Vietnam
Thanh Hoa,19.8075,105.7764,Vietnam
Tan Phong,19.7322,105.7817,Vietnam
Can Tho,10.0333,105.7833,Vietnam
Pakxe,15.1167,105.7833,Laos
Baiceng,25.3885,105.7848,China
Longchang,27.6627,105.7881,China
Binh Minh,10.0961,105.7894,Vietnam
Yunshan,34.761,105.7915,China
Svay Rieng,11.0833,105.8,Cambodia
Nga Bay,9.8164,105.8197,Vietnam
Huaniu,34.5658,105.8215,China
Hoa Thuong,21.6472,105.8278,Vietnam
Thuan Tien,10.0894,105.8281,Vietnam
Bac Kan,22.1333,105.8333,Vietnam
Guangyuan,32.436,105.844,China
Yaopu,26.17,105.8489,China
Ap Khanh Hung,10.2,105.85,Vietnam
Hanoi,21,105.85,Vietnam
Thai Nguyen,21.6,105.85,Vietnam
Bim Son,20.0781,105.8603,Vietnam
Liuma,25.6682,105.8732,China
Phu Yen,21.4156,105.8739,Vietnam
Zhongshan,34.943,105.8771,China
Ha Tinh,18.3333,105.9,Vietnam
Sam Son,19.7333,105.9,Vietnam
Phu Ly,20.5411,105.9139,Vietnam
Beidao,34.602,105.918,China
Tam Diep,20.1556,105.9181,Vietnam
Jiaozishan,26.3342,105.9324,China
Anshun,26.2531,105.9476,China
Darhan,49.4689,105.9575,Mongolia
Phu Tu Son,21.1189,105.9611,Vietnam
Vinh Long,10.25,105.9667,Vietnam
Stung Treng,13.5167,105.9667,Cambodia
Shetang,34.5568,105.9722,China
Soc Trang,9.6028,105.9736,Vietnam
Ninh Binh,20.2539,105.975,Vietnam
Sungaiselam,-2.3839,105.98,Indonesia
Caiguantun,26.3363,105.9841,China
Liuliang,35.2695,105.986,China
Wangtuan,36.8624,105.9915,China
Vinh Chau,9.333,106,Vietnam
Ap Phu My,9.75,106,Vietnam
Ngoc Son,21.35,106,Vietnam
Langzhong,31.558,106.005,China
Niuchangqiao,26.6247,106.0077,China
Cilegon,-6.0027,106.0112,Indonesia
Kratie,12.48,106.03,Cambodia
Qianxi,27.0087,106.0323,China
Qujingpu,38.0814,106.0489,China
Bac Ninh,21.1833,106.05,Vietnam
Xiaping,33.4031,106.0581,China
Shaogang,38.1583,106.0661,China
Hung Yen,20.65,106.0667,Vietnam
Zhenbeibu,38.6275,106.0669,China
Cai Lay,10.417,106.083,Vietnam
Sanchahe,36.378,106.0869,China
Liangyi,35.2698,106.093,China
Tatakan,-6.1116,106.1036,Indonesia
Machang,26.5634,106.1103,China
Nanchong,30.8372,106.1106,China
Pangkalpinang,-2.1333,106.1167,Indonesia
Tay Ninh,11.3678,106.1189,Vietnam
Sungailiat,-1.8561,106.1192,Indonesia
Gaoping,30.7824,106.1281,China
Hoa Thanh,11.2831,106.1297,Vietnam
Cho Lach,10.2647,106.13,Vietnam
Yongqing,34.7522,106.1312,China
Huchuan,34.9249,106.1409,China
Serang,-6.12,106.1503,Indonesia
Nam Dinh,20.42,106.1683,Vietnam
Jun Bel,39.2428,106.1922,China
Shengli,37.9842,106.1967,China
Wuzhong,37.9978,106.1986,China
Bac Giang,21.2667,106.2,Vietnam
Jinxing,37.9869,106.2027,China
Suhbaatar,50.2364,106.2064,Mongolia
Huilongping,28.1889,106.2086,China
Yinchuan,38.485,106.225,China
Wanghong Yidui,38.1993,106.2284,China
Baiyan,26.3584,106.2347,China
Fengdeng,38.5514,106.2464,China
Yanghe,38.2727,106.2496,China
Rangkasbitung,-6.3667,106.25,Indonesia
Guyuan,36.01,106.257,China
Cao Bang,22.6667,106.2583,Vietnam
Wangyuanqiao,38.3849,106.2664,China
Tan Son,21.26,106.2681,Vietnam
Mandalgovi,45.7667,106.2697,Mongolia
Ap Tan Ngai,10.2369,106.2878,Vietnam
Ky Anh,18.0678,106.2967,Vietnam
Daxincun,38.4428,106.3111,China
Zongdi,25.5909,106.3163,China
Thanh Xuan,10.2308,106.3253,Vietnam
Hai Duong,20.9397,106.3306,Vietnam
An Thanh B,10.1958,106.3314,Vietnam
Longbangcun,22.8833,106.3333,China
Dongta,38.0824,106.339,China
Thai Binh,20.4461,106.3422,Vietnam
Tra Vinh,9.9333,106.35,Vietnam
My Tho,10.35,106.35,Vietnam
Darhan,49.6167,106.35,Mongolia
Zhangzhengqiao,38.4042,106.3567,China
Trang Bang,11.033,106.367,Vietnam
Kresek,-6.1314,106.38,Indonesia
Sizhan,38.9846,106.3828,China
Chi Linh,21.133,106.383,Vietnam
Ben Tre,10.2333,106.3833,Vietnam
Zhongshu,27.7919,106.4013,China
Daheba,28.0258,106.4133,China
Kronjo,-6.0667,106.4167,Indonesia
Tan An,10.5333,106.4167,Vietnam
Salavan,15.7167,106.4167,Laos
Ba Don,17.7547,106.4231,Vietnam
Liuguang,26.997,106.4376,China
Fenggeling,34.5312,106.4437,China
Kyakhta,50.35,106.45,Russia
Toboali,-2.9997,106.4656,Indonesia
Dzuunharaa,48.8666,106.4666,Mongolia
Tigaraksa,-6.2667,106.4667,Indonesia
Qingzhen,26.5704,106.4687,China
Jambe,-6.316,106.4853,Indonesia
Duyen Hai,9.6331,106.4975,Vietnam
Kinh Mon,21.033,106.5,Vietnam
Thanh Phu,9.9539,106.5069,Vietnam
Gusinoozersk,51.2833,106.5167,Russia
Tashi,34.4977,106.5281,China
Pasarkemis,-6.1703,106.53,Indonesia
Bianyang,25.6194,106.535,China
Pelabuhanratu,-6.9878,106.5439,Indonesia
Zhuchangba,26.6615,106.5485,China
Baipingshan,26.196,106.55,China
Chongqing,29.5637,106.5504,China
Con Dao,8.6931,106.5767,Vietnam
Sepatan,-6.1143,106.5784,Indonesia
Dong Hoi,17.4831,106.5997,Vietnam
Donghua,35.2167,106.6,China
Guantiankan,28.2966,106.6083,China
Binh Long,11.6527,106.6093,Vietnam
Baicheng,23.903,106.619,China
Tegalbuleud,-7.3578,106.622,Indonesia
Guiyang,26.647,106.63,China
Leuwiliang,-6.5742,106.632,Indonesia
Guang'an,30.4564,106.6326,China
Teluknaga,-6.0989,106.6381,Indonesia
Tangerang,-6.1703,106.6403,Indonesia
Cisauk,-6.3333,106.65,Indonesia
Thu Dau Mot,10.9667,106.65,Vietnam
Cikupa,-6.4947,106.6511,Indonesia
Chon Thanh,11.4292,106.6572,Vietnam
Dongcha,34.38,106.6623,China
Yuancun,27.454,106.6649,China
Pingliang,35.5424,106.6649,China
Go Cong,10.3667,106.6667,Vietnam
Liuhu,35.5449,106.6801,China
Haiphong,20.8651,106.6838,Vietnam
Thi Tran Dong Dang,21.9458,106.6967,Vietnam
Duanshan,25.7943,106.6983,China
Tan An,10.905,106.6994,Vietnam
Pondokaren,-6.2811,106.7019,Indonesia
Ho Chi Minh City,10.7756,106.7019,Vietnam
Tan Phuoc Khanh,11,106.7167,Vietnam
Sangereng,-6.2889,106.7181,Indonesia
Xekong,15.3503,106.7286,Laos
Khe Sanh,16.6193,106.7305,Vietnam
Binh Hoa,10.9061,106.7308,Vietnam
Yongyang,27.1017,106.7332,China
Chedaopo,36.4008,106.7351,China
Bazhou,31.868,106.748,China
Yingyangcun,22.0974,106.7567,China
Lang Son,21.8478,106.7578,Vietnam
Thu Duc,10.8266,106.7609,Vietnam
Ciputat,-6.3111,106.7619,Indonesia
Tan Uyen,11.0508,106.7636,Vietnam
Thanh Pho Uong Bi,21.0356,106.7644,Vietnam
Sawangan,-6.4086,106.7647,Indonesia
Di An,10.9039,106.7678,Vietnam
Shizuishan,39.2333,106.769,China
Tangbian,25.6539,106.7793,China
Cinere,-6.3333,106.7833,Indonesia
Shuanghe,30.3746,106.7903,China
Kien Giang,17.225,106.7917,Vietnam
Wuhai,39.655,106.794,China
Buu Long,10.96,106.7967,Vietnam
Bogor,-6.5966,106.7972,Indonesia
Curug,-6.3711,106.8,Indonesia
Bien Hoa,10.95,106.8167,Vietnam
Beji,-6.3704,106.8176,Indonesia
Depok,-6.394,106.8225,Indonesia
Tan Van,10.9119,106.8261,Vietnam
Jakarta,-6.175,106.8275,Indonesia
Quang Yen,20.917,106.833,Vietnam
Attapu,14.8,106.8333,Laos
Hiep Hoa,10.9289,106.8378,Vietnam
Dong Xoai,11.5169,106.8392,Vietnam
Xinyaoshang,26.835,106.8403,China
Cibinong,-6.485,106.842,Indonesia
Kedu,25.7103,106.846,China
An Chau,21.3333,106.85,Vietnam
Tam Hiep,10.9497,106.8575,Vietnam
Cimanggis,-6.3645,106.8591,Indonesia
Binh Hoa,10.9353,106.8614,Vietnam
Long Binh,10.9458,106.8775,Vietnam
Ho Nai,10.9725,106.8789,Vietnam
Longshan,26.3347,106.8929,China
Long Thanh,10.8667,106.9167,Vietnam
Ulaanbaatar,47.9203,106.9172,Mongolia
Xiaoba,26.7217,106.9236,China
Baiji,26.0231,106.9267,China
Sukabumi,-6.9181,106.9315,Indonesia
Cakung,-6.2138,106.9473,Indonesia
Dzuunmod,47.7069,106.9494,Mongolia
Baohe,33.2033,106.9544,China
Tongzhou,25.7716,106.973,China
Lumphat,13.507,106.981,Cambodia
Bekasi,-6.2349,106.9923,Indonesia
Maqu,35.9451,106.9953,China
Xinzhai,26.6959,106.9964,China
Bekasi Kota,-6.2333,107,Indonesia
Banlung,13.7468,107.0045,Cambodia
Hanzhong,33.0664,107.0232,China
Zunyi,27.722,107.031,China
Bai Chay,20.9658,107.0347,Vietnam
Cipanas,-6.733,107.041,Indonesia
Wujiaying,33.1871,107.048,China
Phu My,10.5906,107.0481,Vietnam
Ha Long,20.95,107.0667,Vietnam
Huasuo,35.4043,107.0869,China
Dong Ha,16.8303,107.0972,Vietnam
Yanshanbu,26.3326,107.1071,China
Vung Tau,10.3833,107.1167,Vietnam
Cianjur,-6.82,107.1408,Indonesia
Long Khanh,10.917,107.167,Vietnam
Ba Ria,10.4992,107.1675,Vietnam
Xiazhai,27.6909,107.1837,China
Changchong,26.3404,107.1866,China
Quang Tri,16.7469,107.194,Vietnam
Guozhen,34.3668,107.198,China
Sen Monorom,12.45,107.2,Cambodia
Chaona,35.1,107.2167,China
Baojishi,34.363,107.238,China
Daxin,26.621,107.2398,China
Thi Tran Ngai Giao,10.6406,107.2478,Vietnam
Zhonghechang,27.8886,107.2531,China
Nalayh,47.7725,107.2536,Mongolia
Bama,24.1474,107.2593,China
Karawang,-6.3125,107.295,Indonesia
Cho Phuoc Hai,10.4283,107.2953,Vietnam
Zuitou,34.0622,107.3128,China
Cam Pha,21.0167,107.3167,Vietnam
Mong Duong,21.0553,107.3431,Vietnam
Chongzuo,22.377,107.365,China
Tunzi,35.5782,107.3699,China
Machang,33.1912,107.3732,China
Jiangjiehe,27.2618,107.3886,China
Pingtang,26.0677,107.4035,China
Tan Phu,11.272,107.4367,Vietnam
Guding,26.4876,107.446,China
Purwakarta,-6.5533,107.4472,Indonesia
Dazhou,31.2093,107.4678,China
Padalarang,-6.8435,107.4779,Indonesia
Shangxiao,35.4969,107.4914,China
Jieshang,25.7299,107.516,China
Soreang,-7.0372,107.5167,Indonesia
Huong Tra,16.4675,107.5181,Vietnam
Duyun,26.2594,107.5186,China
Fuquan,26.6863,107.5204,China
Xinchangcun,26.4249,107.5323,China
Cimahi,-6.8712,107.5548,Indonesia
Hue,16.4667,107.5792,Vietnam
Bichura,50.5897,107.5961,Russia
Ulan-Ude,51.8333,107.6,Russia
Bandung,-6.912,107.6097,Indonesia
Zhongtai,35.0675,107.613,China
Qinbaling,35.7278,107.64,China
Thuan An,16.5489,107.6436,Vietnam
Luxitun,22.2606,107.6442,China
Dongluocun,22.3994,107.685,China
Huong Thuy,16.4,107.6889,Vietnam
Gia Nghia,11.9833,107.7,Vietnam
Zhongling,28.9391,107.7073,China
Tanjungpandan,-2.75,107.75,Indonesia
Subang,-6.5714,107.7614,Indonesia
La Gi,10.66,107.7719,Vietnam
Yerema,60.3808,107.7794,Russia
Ulkan,55.9004,107.7833,Russia
Longtang,26.1984,107.7946,China
Put' Lenina,68.5166,107.8,Russia
Qulicun,22.565,107.8022,China
Bao Loc,11.5481,107.8075,Vietnam
Zhongdong Shequ,22.8317,107.8331,China
Zhongzhai,25.7783,107.8665,China
Tarogong,-7.215,107.8856,Indonesia
Zhongbai,26.7723,107.8883,China
Garut,-7.2167,107.9,Indonesia
Fusui,22.6325,107.9047,China
Baleraja,-6.5167,107.9169,Indonesia
Sumedang,-6.84,107.9208,Indonesia
Banqiao,35.8912,107.9655,China
Mong Cai,21.5333,107.9667,Vietnam
Wanyuan,31.9833,107.9667,China
Dongxing,21.5478,107.9717,China
Jixian,35.7321,107.9731,China
Zhongcun,35.3615,107.9791,China
Pleiku,13.9833,108,Vietnam
Kon Tum,14.3544,108.0075,Vietnam
Mang La,14.3617,108.0083,Vietnam
Xihuachi,35.8164,108.0125,China
Buon Trap,12.4833,108.0167,Vietnam
Zhoujia,35.2976,108.0347,China
Buon Ma Thuot,12.6667,108.05,Vietnam
Di Linh,11.5778,108.0751,Vietnam
Datang,26.3909,108.0764,China
Xiaozui,35.6912,108.0779,China
Binxian,35.0542,108.0814,China
Kirensk,57.7833,108.0833,Russia
Hechi,24.693,108.085,China
Gonghe,35.3308,108.0885,China
Xinmin,35.118,108.0986,China
Phan Thiet,10.9333,108.1,Vietnam
Xiaba,27.8825,108.1017,China
Singaparna,-7.3497,108.1106,Indonesia
Bangshang,32.2575,108.1119,China
Bajiao,27.6573,108.1937,China
Tasikmalaya,-7.3161,108.1975,Indonesia
Buton,4.217,108.2,Indonesia
Da Nang,16.0748,108.224,Vietnam
Majalengka,-6.8353,108.2278,Indonesia
Quang Ha,15.9333,108.2667,Vietnam
Manggar,-2.89,108.27,Indonesia
Buon Ho,12.8544,108.2703,Vietnam
Wuyuan,41.0896,108.2722,China
Miqiao,35.4991,108.2949,China
Sunjiayan,27.8776,108.3073,China
Indramayu,-6.3528,108.3242,Indonesia
Mahao,26.8675,108.3267,China
Nanning,22.8167,108.3275,China
Nanyangcun,34.7015,108.3295,China
Hoi An,15.8833,108.3333,Vietnam
Ciamis,-7.3281,108.3336,Indonesia
Shanhe,35.495,108.3519,China
Fangchenggang,21.6867,108.3547,China
Choyr,46.3606,108.365,Mongolia
Gaotan,32.3227,108.3812,China
Ranai,3.9333,108.3833,Indonesia
Fanzhao,26.6615,108.3834,China
Wuyang,27.057,108.3959,China
Sanzhou,30.82,108.4,China
Jiajin,25.6743,108.4228,China
Cimerak,-7.7422,108.4244,Indonesia
Da Lat,11.9417,108.4383,Vietnam
A Yun Pa,13.3939,108.4408,Vietnam
Ap Da Loi,11.9333,108.4667,Vietnam
Tam Ky,15.5667,108.4833,Vietnam
Kuningan,-6.9764,108.4844,Indonesia
Sumber,-6.7544,108.4858,Indonesia
Xiangyang,34.2995,108.4905,China
Taiyong,26.4726,108.5105,China
Guzhou,25.9452,108.5238,China
Parigi,-7.6914,108.5372,Indonesia
Banjar,-7.3695,108.5414,Indonesia
Cirebon,-6.7071,108.5574,Indonesia
Phan Ri Cua,11.1739,108.5661,Vietnam
Ap Phu Hai,11.1667,108.5667,Vietnam
Liuchuan,26.6549,108.5876,China
Haoping,32.5992,108.6148,China
Shenjiaba,32.9441,108.6414,China
Qinzhou,21.981,108.654,China
An Khe,13.9531,108.6569,Vietnam
Qingyuan,24.5004,108.6667,China
Basuo,19.092,108.671,China
Xianyang,34.3299,108.7088,China
Siyang,27.2116,108.7463,China
Liushui,32.5959,108.7479,China
Changji,26.9471,108.7524,China
Nanzhai,26.6299,108.7645,China
Hengkou,32.7378,108.7695,China
Quang Ngai,15.1167,108.8,Vietnam
Haiwei,19.4275,108.8129,China
Petrovsk-Zabaykal'skiy,51.2667,108.8333,Russia
Rawajaya,-7.58,108.8828,Indonesia
Rawasari,-7.5733,108.8833,Indonesia
Heshan,23.8,108.8833,China
Bingmei,25.7408,108.9023,China
Lichuan,30.291,108.9364,China
Xi'an,34.2611,108.9422,China
Tongchuan,34.897,108.945,China
Duc Pho,14.81,108.96,Vietnam
Qianjiang Shequ,23.6157,108.9603,China
Pemangkat,1.1768,108.9624,Indonesia
Singkawang,0.9,108.9833,Indonesia
Phan Rang-Thap Cham,11.5667,108.9833,Vietnam
Cilacap,-7.7167,109.017,Indonesia
Ankang,32.6854,109.029,China
Tongchuanshi,35.08,109.03,China
Luchong,27.2832,109.0346,China
Dacun,34.7201,109.0549,China
An Nhon,13.917,109.083,Vietnam
Beihai,21.481,109.12,China
Weizhou,21.0214,109.1214,China
Ninh Hoa,12.4917,109.1258,Vietnam
Yongcong,26.0451,109.1327,China
Cam Ranh,11.9136,109.1369,Vietnam
Tegal,-6.8675,109.1375,Indonesia
Chenlu,35.0286,109.1547,China
Ganxi,27.1274,109.1755,China
Gaoniang,26.8394,109.177,China
Yaojia,28.4547,109.1831,China
Tongren,27.7316,109.1895,China
Nha Trang,12.245,109.1917,Vietnam
Song Cau,13.55,109.2,Vietnam
Long'e,25.8061,109.2134,China
Cam Ranh,11.902,109.2207,Vietnam
Laibin,23.7501,109.2212,China
Quy Nhon,13.7667,109.2333,Vietnam
Purwokerto,-7.4278,109.2417,Indonesia
Hengzhou,22.6799,109.2614,China
Tuy Hoa,13.0819,109.295,Vietnam
Severobaykalsk,55.65,109.3167,Russia
Dong Hoa,12.9931,109.3314,Vietnam
Pontianak,-0.0206,109.3414,Indonesia
Xunyang,32.8341,109.3653,China
Yanhewan,36.7522,109.3678,China
Pingcha,26.349,109.3791,China
Zhanjia,34.7564,109.3846,China
Lijiacha,37.2467,109.4061,China
Shiwan,37.4786,109.423,China
Liuzhou,24.3264,109.4281,China
Petarukan,-6.8961,109.4514,Indonesia
Yong'an,31.0206,109.4587,China
Dabaozi,26.7006,109.4634,China
Zengjiaba,32.1263,109.4692,China
Weinan,34.5206,109.471,China
Liulin,36.5478,109.4725,China
Yan'an,36.65,109.494,China
Hancha,37.8572,109.4972,China
Sanya,18.2533,109.5036,China
Tlagasana,-7.1786,109.5057,Indonesia
Mandiraja Kulon,-7.4722,109.5133,Indonesia
Gombong,-7.6,109.5167,Indonesia
Chongshan,18.7751,109.5169,China
Nada,19.5209,109.5808,China
Huaibaijie,35.7056,109.5855,China
Guigang,23.112,109.599,China
Shuanghe,33.032,109.6099,China
Majiagoucha,37.5033,109.6303,China
Hexiang,19.5286,109.6353,China
Pekalongan,-6.8833,109.6667,Indonesia
Wayaobu,37.1427,109.6752,China
Zhijiang,27.4367,109.678,China
Baocheng,18.6431,109.6994,China
Quyang,26.5755,109.7008,China
Qianzhou,28.276,109.712,China
Batang,-6.9081,109.7304,Indonesia
Yulinshi,38.2858,109.7341,China
Hongjiang,27.191,109.819,China
Yongping,37.0103,109.8243,China
Yinggen,19.0372,109.8283,China
Fengruncun,34.8537,109.8283,China
Hejiaji,37.3539,109.8377,China
Tangjiacun,20.8425,109.8469,China
Yingzhou Linchang,18.4199,109.8553,China
Lejiangxiang,25.9161,109.8719,China
Yangyuhe,33.8614,109.874,China
Matigou,37.6043,109.9024,China
Yanggao,21.3298,109.9177,China
Pingdeng,26.0564,109.9239,China
Shangzhou,33.868,109.9244,China
Dali,34.7953,109.9378,China
Baotou,40.6213,109.9532,China
Benhao,18.6122,109.9587,China
Tongyangdao,41.7676,109.9711,China
Liaojiayuan,29.3906,109.9919,China
Huaihua,27.5698,110.0016,China
Dalanping,28.0189,110.0025,China
Yangtangxu,21.5375,110.0044,China
Jinjiang,19.7386,110.0058,China
Yatangcun,21.6172,110.0319,China
Wen'anyi,36.8658,110.0553,China
Longji,25.7317,110.0631,China
Miaojiaping,37.5777,110.0658,China
Dujiashigou,37.7691,110.0705,China
Nantingcun,20.804,110.0826,China
Guiping,23.4,110.0833,China
Ganjing,35.3338,110.0955,China
Leizhou,20.9143,110.0967,China
Tuncheng,19.3633,110.0978,China
Huayin,34.5833,110.1,China
Yangqingcun,21.3594,110.1164,China
Yecun,33.7663,110.1305,China
Saynshand,44.8917,110.1367,Mongolia
Yulin,22.654,110.181,China
Magelang,-7.4667,110.2167,Indonesia
Yanshuiguan,36.8252,110.2345,China
